,address,postcode,state,country,property_valuation
3824,9717 Main Parkway,3052,Victoria,Australia,8
2702,91655 Rowland Point,4123,Queensland,Australia,8
1428,64 Everett Circle,2756,New South Wales,Australia,8
1433,53649 Mandrake Place,2749,New South Wales,Australia,8
1431,14155 Evergreen Way,2756,New South Wales,Australia,8
1430,8934 Park Meadow Street,2756,New South Wales,Australia,8
1527,305 Vera Lane,2165,New South Wales,Australia,8
38,60 Eagan Circle,4018,Queensland,Australia,8
3814,47855 Tomscot Parkway,2226,New South Wales,Australia,8
103,0410 Division Junction,2750,New South Wales,Australia,8
800,80932 5th Street,2754,New South Wales,Australia,8
105,5 Moose Road,3977,Victoria,Australia,8
3819,838 Redwing Street,2428,New South Wales,Australia,8
821,177 Sheridan Trail,2759,New South Wales,Australia,8
1727,78 Parkside Trail,3046,Victoria,Australia,8
1732,33006 Petterle Trail,4121,Queensland,Australia,8
287,2 Brentwood Place,4151,Queensland,Australia,8
1227,61949 7th Road,4573,Queensland,Australia,8
2786,11 Manufacturers Junction,2170,New South Wales,Australia,8
1880,83148 Rowland Alley,2530,New South Wales,Australia,8
291,29886 Crownhardt Crossing,2141,New South Wales,Australia,8
3985,5204 Delaware Pass,2560,New South Wales,Australia,8
293,83 Brickson Park Drive,3029,Victoria,Australia,8
1886,5786 Kinsman Point,2127,New South Wales,Australia,8
2525,2757 Green Ridge Circle,2567,New South Wales,Australia,8
1889,49 Fulton Park,3156,Victoria,Australia,8
2788,19 Del Mar Avenue,3058,Victoria,Australia,8
2789,01209 Southridge Hill,2216,New South Wales,Australia,8
3481,8934 Havey Plaza,2548,New South Wales,Australia,8
1902,738 Dixon Drive,2575,New South Wales,Australia,8
1903,5766 Pearson Court,2227,New South Wales,Australia,8
3480,22976 Moose Place,2620,New South Wales,Australia,8
3477,54613 Service Court,4069,Queensland,Australia,8
1876,0 Superior Pass,2050,New South Wales,Australia,8
2528,671 Mallory Pass,2177,New South Wales,Australia,8
1874,91116 Riverside Plaza,2114,New South Wales,Australia,8
3512,977 Arapahoe Trail,4121,Queensland,Australia,8
1271,7310 Shopko Trail,4500,Queensland,Australia,8
269,32062 Oak Terrace,3205,Victoria,Australia,8
271,370 Portage Parkway,3125,Victoria,Australia,8
1452,975 Melby Street,2564,New South Wales,Australia,8
1853,41 Eagan Junction,2570,New South Wales,Australia,8
1454,1435 Lukken Trail,2570,New South Wales,Australia,8
3535,64 Macpherson Junction,4061,Queensland,Australia,8
272,19795 Bultman Circle,4214,Queensland,Australia,8
1206,7 Luster Trail,2007,New South Wales,Australia,8
2655,68128 Leroy Street,4213,Queensland,Australia,8
275,8 Starling Pass,2767,New South Wales,Australia,8
3525,05759 Ridge Oak Trail,2007,New South Wales,Australia,8
1235,92 Waubesa Center,2760,New South Wales,Australia,8
769,0 Thompson Road,3183,Victoria,Australia,8
282,5583 Prairie Rose Trail,2765,New South Wales,Australia,8
1870,85549 Sheridan Parkway,4170,Queensland,Australia,8
2785,942 Elmside Street,2763,New South Wales,Australia,8
3513,31331 Old Shore Crossing,2211,New South Wales,Australia,8
1239,3466 Truax Terrace,2127,New South Wales,Australia,8
1370,3962 Rigney Center,3156,Victoria,Australia,8
11,9 Mcbride Trail,2760,New South Wales,Australia,8
1461,21 Spohn Drive,2530,New South Wales,Australia,8
1939,9525 Johnson Place,3190,Victoria,Australia,8
322,8717 Mandrake Place,4214,Queensland,Australia,8
323,2 Thierer Lane,3437,Victoria,Australia,8
1942,4262 Melvin Avenue,2759,New South Wales,Australia,8
2799,2 Elka Trail,2770,New South Wales,Australia,8
3428,82 Warrior Hill,3174,Victoria,Australia,8
1176,8 Clyde Gallagher Court,4217,Queensland,Australia,8
1465,04 Gulseth Plaza,2528,New South Wales,Australia,8
1175,03890 Logan Court,2747,New South Wales,Australia,8
1947,9175 Stephen Drive,4035,Queensland,Australia,8
326,042 Bunker Hill Avenue,2088,New South Wales,Australia,8
327,45793 Nancy Plaza,4226,Queensland,Australia,8
331,24044 Bonner Hill,3032,Victoria,Australia,8
1174,525 Kedzie Street,4012,Queensland,Australia,8
671,4 Sunfield Circle,2194,New South Wales,Australia,8
3421,3047 Spenser Pass,2750,New South Wales,Australia,8
3419,40047 Twin Pines Parkway,3806,Victoria,Australia,8
3434,05988 Sundown Parkway,3037,Victoria,Australia,8
1936,79862 Darwin Crossing,4215,Queensland,Australia,8
1462,11606 Myrtle Street,2207,New South Wales,Australia,8
3437,1 Rigney Circle,2295,New South Wales,Australia,8
1480,29133 Canary Circle,2282,New South Wales,Australia,8
1913,504 Mesta Lane,2261,New South Wales,Australia,8
1914,9 Utah Road,4179,Queensland,Australia,8
856,55 Hovde Parkway,3975,Victoria,Australia,8
308,990 Kensington Park,3796,Victoria,Australia,8
677,3 Sheridan Park,2548,New South Wales,Australia,8
3452,8828 North Crossing,3226,Victoria,Australia,8
600,425 Thierer Junction,2761,New South Wales,Australia,8
1910,59 Waywood Road,3163,Victoria,Australia,8
1192,05 Daystar Lane,2560,New South Wales,Australia,8
1190,0 Northport Hill,3043,Victoria,Australia,8
8,93405 Ludington Park,3044,Victoria,Australia,8
2645,99 Homewood Place,4213,Queensland,Australia,8
1930,53 Muir Terrace,2170,New South Wales,Australia,8
3442,82591 Fallview Hill,3021,Victoria,Australia,8
1477,7231 Pepper Wood Point,2428,New South Wales,Australia,8
320,0 Coolidge Avenue,4122,Queensland,Australia,8
3439,672 Crowley Place,3043,Victoria,Australia,8
314,93 American Ash Avenue,2747,New South Wales,Australia,8
1844,6809 Maple Park,3023,Victoria,Australia,8
683,95 Fallview Avenue,3155,Victoria,Australia,8
1276,131 Tony Road,4213,Queensland,Australia,8
1759,12860 Warner Court,3129,Victoria,Australia,8
1338,09 Hagan Pass,3196,Victoria,Australia,8
825,43 Esker Pass,2228,New South Wales,Australia,8
1337,5063 Shopko Pass,2582,New South Wales,Australia,8
1768,9097 Superior Drive,2114,New South Wales,Australia,8
1334,8766 Onsgard Plaza,3805,Victoria,Australia,8
3615,56747 Monument Avenue,4306,Queensland,Australia,8
3614,6764 Commercial Avenue,2753,New South Wales,Australia,8
3621,4 Westridge Circle,2763,New South Wales,Australia,8
3613,23301 Bluestem Drive,3146,Victoria,Australia,8
1332,0 Fulton Drive,3806,Victoria,Australia,8
3606,2 Homewood Pass,4211,Queensland,Australia,8
1776,71776 Express Avenue,2749,New South Wales,Australia,8
1778,7389 Union Place,2745,New South Wales,Australia,8
1780,30 Delladonna Plaza,3046,Victoria,Australia,8
2770,75642 Kinsman Terrace,4014,Queensland,Australia,8
1323,27 Farmco Pass,3806,Victoria,Australia,8
762,64 Muir Lane,2148,New South Wales,Australia,8
3609,2 Havey Point,2759,New South Wales,Australia,8
230,98 Service Court,2018,New South Wales,Australia,8
824,77 Nova Junction,3218,Victoria,Australia,8
1755,7714 Heffernan Circle,3130,Victoria,Australia,8
2555,583 Eagle Crest Road,2000,New South Wales,Australia,8
1735,7 Ohio Court,3796,Victoria,Australia,8
2658,1 Ronald Regan Hill,2756,New South Wales,Australia,8
1368,939 Hermina Drive,3198,Victoria,Australia,8
1367,6 Forster Crossing,3198,Victoria,Australia,8
1739,89 Cherokee Road,4211,Queensland,Australia,8
1448,58516 Tony Plaza,2567,New South Wales,Australia,8
3642,4 Barby Point,4216,Queensland,Australia,8
2552,255 Bonner Lane,3076,Victoria,Australia,8
213,09040 Myrtle Parkway,2015,New South Wales,Australia,8
214,05241 Shelley Park,2776,New South Wales,Australia,8
215,7 Pankratz Point,3011,Victoria,Australia,8
216,51 Crescent Oaks Parkway,2761,New South Wales,Australia,8
3632,6415 4th Alley,2766,New South Wales,Australia,8
690,02 Bartelt Center,2745,New South Wales,Australia,8
3629,678 Monterey Center,2759,New South Wales,Australia,8
1351,1 Bayside Pass,3076,Victoria,Australia,8
3626,897 Forest Dale Terrace,4035,Queensland,Australia,8
1743,09810 Dayton Hill,4035,Queensland,Australia,8
1322,2 Shasta Street,3977,Victoria,Australia,8
3599,4 Macpherson Drive,2560,New South Wales,Australia,8
1321,38 Main Park,3188,Victoria,Australia,8
1813,42952 Fairfield Center,3012,Victoria,Australia,8
3567,53504 Dakota Terrace,2570,New South Wales,Australia,8
832,055 Dakota Pass,2290,New South Wales,Australia,8
3564,3 Becker Drive,2566,New South Wales,Australia,8
1294,36072 Lakewood Gardens Court,4051,Queensland,Australia,8
1825,717 Oakridge Way,2117,New South Wales,Australia,8
1281,77 Pankratz Plaza,4306,Queensland,Australia,8
2777,39 Lindbergh Drive,2170,New South Wales,Australia,8
3595,4386 Spaight Court,3752,Victoria,Australia,8
1492,7049 Sutteridge Lane,2251,New South Wales,Australia,8
761,3903 Messerschmidt Park,2164,New South Wales,Australia,8
2537,2 Larry Trail,2207,New South Wales,Australia,8
1834,734 South Court,4152,Queensland,Australia,8
3545,870 Bluestem Hill,2745,New South Wales,Australia,8
1837,9649 Cascade Way,2250,New South Wales,Australia,8
1838,69 Valley Edge Lane,3144,Victoria,Australia,8
1279,1 Namekagon Plaza,4306,Queensland,Australia,8
3543,033 Maryland Plaza,3023,Victoria,Australia,8
1832,46512 Cambridge Avenue,2759,New South Wales,Australia,8
3974,9754 High Crossing Terrace,2148,New South Wales,Australia,8
1810,1508 Hooker Avenue,2000,New South Wales,Australia,8
2674,2864 Corscot Parkway,2756,New South Wales,Australia,8
689,1 Moose Avenue,2017,New South Wales,Australia,8
2546,35 Shelley Court,3156,Victoria,Australia,8
3584,1 Esker Pass,4575,Queensland,Australia,8
246,04 Fallview Trail,2749,New South Wales,Australia,8
1309,210 Esch Park,2452,New South Wales,Australia,8
3588,6 Continental Alley,3174,Victoria,Australia,8
1799,3 Mallard Center,2251,New South Wales,Australia,8
233,6159 Katie Street,2750,New South Wales,Australia,8
3582,53 Union Terrace,2763,New South Wales,Australia,8
238,2914 Vahlen Lane,2250,New South Wales,Australia,8
1304,515 Bunting Point,4115,Queensland,Australia,8
2772,39 Badeau Court,2572,New South Wales,Australia,8
1494,543 Morrow Terrace,2261,New South Wales,Australia,8
1307,764 Dahle Alley,4115,Queensland,Australia,8
1317,276 Hoffman Road,4017,Queensland,Australia,8
2930,1 Farwell Center,2199,New South Wales,Australia,9
608,2 Hoffman Way,2212,New South Wales,Australia,9
755,6330 Monica Way,2540,New South Wales,Australia,9
610,375 Drewry Alley,4120,Queensland,Australia,9
763,06495 Swallow Terrace,2759,New South Wales,Australia,9
2916,210 Prairie Rose Hill,4060,Queensland,Australia,9
2934,72 Buell Pass,2200,New South Wales,Australia,9
604,55 Birchwood Alley,2176,New South Wales,Australia,9
756,7101 Gulseth Hill,2293,New South Wales,Australia,9
2653,96 Dayton Park,2190,New South Wales,Australia,9
2803,1 Elgar Street,2010,New South Wales,Australia,9
743,56045 Express Avenue,2176,New South Wales,Australia,9
2756,8 Anderson Lane,2214,New South Wales,Australia,9
2761,95 Meadow Valley Plaza,2203,New South Wales,Australia,9
2767,542 Hayes Plaza,2750,New South Wales,Australia,9
2864,04470 Mcguire Trail,2070,New South Wales,Australia,9
2860,6804 Red Cloud Parkway,2099,New South Wales,Australia,9
687,5 Maple Parkway,2160,New South Wales,Australia,9
2856,12689 Logan Terrace,4154,Queensland,Australia,9
653,355 Thackeray Circle,3025,Victoria,Australia,9
2847,35 Eastwood Plaza,3163,Victoria,Australia,9
2778,13392 Emmet Parkway,2171,New South Wales,Australia,9
2845,70 Shopko Drive,2487,New South Wales,Australia,9
2781,59901 Bartelt Terrace,4069,Queensland,Australia,9
2842,48418 Crescent Oaks Court,2770,New South Wales,Australia,9
702,520 Stephen Pass,3011,Victoria,Australia,9
2782,3 Cordelia Place,3018,Victoria,Australia,9
658,15 Lindbergh Center,2199,New South Wales,Australia,9
2787,03 Ohio Lane,3081,Victoria,Australia,9
2831,7827 Spohn Court,2093,New South Wales,Australia,9
681,8234 Riverside Park,2481,New South Wales,Australia,9
663,186 Shasta Avenue,2066,New South Wales,Australia,9
679,8425 Jackson Terrace,2763,New South Wales,Australia,9
2794,7 Sunbrook Terrace,2200,New South Wales,Australia,9
676,76 Hanson Junction,2147,New South Wales,Australia,9
2820,6970 Almo Court,2049,New South Wales,Australia,9
674,558 Maple Court,2557,New South Wales,Australia,9
2811,515 Warrior Pass,4226,Queensland,Australia,9
2808,64 Village Green Pass,2048,New South Wales,Australia,9
2806,32 Banding Center,2141,New South Wales,Australia,9
657,74013 Mesta Terrace,3084,Victoria,Australia,9
2753,5565 Park Meadow Trail,2155,New South Wales,Australia,9
2751,244 Burrows Center,3088,Victoria,Australia,9
704,4222 Porter Lane,3136,Victoria,Australia,9
2685,39746 Eliot Center,2177,New South Wales,Australia,9
614,66897 Pawling Circle,2066,New South Wales,Australia,9
737,1 Monica Street,2100,New South Wales,Australia,9
2909,3 Barnett Way,2763,New South Wales,Australia,9
736,0297 Merchant Avenue,4121,Queensland,Australia,9
2697,8598 Nova Parkway,2758,New South Wales,Australia,9
726,1855 Stang Terrace,2145,New South Wales,Australia,9
2904,6815 South Junction,3198,Victoria,Australia,9
724,8044 Emmet Hill,3150,Victoria,Australia,9
2713,00662 Ludington Court,3228,Victoria,Australia,9
2718,8941 Harbort Point,2148,New South Wales,Australia,9
718,68861 School Hill,2199,New South Wales,Australia,9
2899,25 Schlimgen Terrace,2211,New South Wales,Australia,9
2897,59231 Claremont Place,2170,New South Wales,Australia,9
717,76 Londonderry Park,2777,New South Wales,Australia,9
2727,5705 Spaight Place,3067,Victoria,Australia,9
712,37 Banding Avenue,2567,New South Wales,Australia,9
2733,8476 Village Green Park,2774,New South Wales,Australia,9
2890,5 Forster Center,2075,New South Wales,Australia,9
631,8 Golf Drive,2747,New South Wales,Australia,9
1467,2 Dayton Center,2487,New South Wales,Australia,9
635,18 Forest Avenue,2204,New South Wales,Australia,9
2879,8369 Golf Court,2777,New South Wales,Australia,9
707,6 Morning Drive,2232,New South Wales,Australia,9
2742,5 Lakewood Gardens Court,2118,New South Wales,Australia,9
2748,744 Hazelcrest Way,2155,New South Wales,Australia,9
2875,8647 La Follette Court,2067,New South Wales,Australia,9
642,678 Old Gate Pass,3171,Victoria,Australia,9
2870,2241 Bonner Trail,4221,Queensland,Australia,9
2914,11 Glendale Court,4121,Queensland,Australia,9
2874,77433 Sunfield Court,3179,Victoria,Australia,9
1466,0 Canary Parkway,2506,New South Wales,Australia,9
2943,68473 Leroy Avenue,4105,Queensland,Australia,9
222,2 Scott Circle,2506,New South Wales,Australia,9
220,682 Sheridan Avenue,2566,New South Wales,Australia,9
3622,9284 Randy Alley,2217,New South Wales,Australia,9
3623,56 Sullivan Crossing,2768,New South Wales,Australia,9
3630,1 Park Meadow Drive,2145,New South Wales,Australia,9
3644,11 Ryan Hill,2229,New South Wales,Australia,9
209,811 Tony Road,4220,Queensland,Australia,9
3648,7 Macpherson Way,4064,Queensland,Australia,9
3651,7415 Schlimgen Drive,2064,New South Wales,Australia,9
205,19969 5th Parkway,3152,Victoria,Australia,9
3657,15093 Hallows Pass,3930,Victoria,Australia,9
3659,11879 Surrey Court,2768,New South Wales,Australia,9
201,183 Ronald Regan Street,2066,New South Wales,Australia,9
200,39716 Vera Junction,3170,Victoria,Australia,9
3604,4534 Stone Corner Terrace,2233,New South Wales,Australia,9
3673,4314 Ridgeview Court,2176,New South Wales,Australia,9
3678,30122 Union Plaza,2066,New South Wales,Australia,9
190,43 Upham Crossing,3143,Victoria,Australia,9
3685,4 Hagan Hill,2197,New South Wales,Australia,9
3687,9738 Delaware Crossing,2753,New South Wales,Australia,9
185,7 Warbler Point,2250,New South Wales,Australia,9
3700,6 3rd Point,2256,New South Wales,Australia,9
3701,828 Cascade Crossing,3196,Victoria,Australia,9
174,4 Dayton Terrace,2280,New South Wales,Australia,9
3705,5147 Kensington Pass,2204,New South Wales,Australia,9
3707,03742 Granby Parkway,2768,New South Wales,Australia,9
169,6898 Redwing Park,2148,New South Wales,Australia,9
3713,506 Tennyson Avenue,4118,Queensland,Australia,9
164,93 Iowa Junction,2116,New South Wales,Australia,9
3726,1940 Morning Circle,2765,New South Wales,Australia,9
196,32 Steensland Plaza,2233,New South Wales,Australia,9
227,0 Sommers Circle,2145,New South Wales,Australia,9
235,0 Westend Park,2525,New South Wales,Australia,9
237,0796 Melody Park,2200,New South Wales,Australia,9
3456,6 Reindahl Hill,2196,New South Wales,Australia,9
305,06 Corry Pass,2450,New South Wales,Australia,9
302,93 Lawn Park,3152,Victoria,Australia,9
3474,416 Hayes Trail,3095,Victoria,Australia,9
298,20924 Banding Crossing,2516,New South Wales,Australia,9
3482,30011 Manufacturers Hill,3146,Victoria,Australia,9
3487,2986 Holmberg Circle,3021,Victoria,Australia,9
3490,1 Dayton Park,2767,New South Wales,Australia,9
3491,2565 Caliangt Point,2171,New South Wales,Australia,9
295,08 Golf View Plaza,3199,Victoria,Australia,9
294,95 Almo Junction,2173,New South Wales,Australia,9
3494,310 Stephen Terrace,4073,Queensland,Australia,9
3504,04240 Prentice Plaza,3031,Victoria,Australia,9
3508,56873 Buena Vista Crossing,2035,New South Wales,Australia,9
285,6923 Tennessee Circle,2766,New South Wales,Australia,9
284,7169 North Lane,2023,New South Wales,Australia,9
3521,1 Schiller Place,2774,New South Wales,Australia,9
3576,16334 Rutledge Trail,3805,Victoria,Australia,9
3573,57 Thierer Parkway,2177,New South Wales,Australia,9
258,50 Everett Way,2064,New South Wales,Australia,9
3563,588 Menomonie Way,4179,Queensland,Australia,9
3561,77 Green Court,2570,New South Wales,Australia,9
260,19220 Evergreen Crossing,3195,Victoria,Australia,9
3727,18 Chinook Plaza,2756,New South Wales,Australia,9
3557,4301 Haas Junction,2204,New South Wales,Australia,9
3544,360 Green Ridge Junction,2508,New South Wales,Australia,9
3540,005 Bunker Hill Lane,3046,Victoria,Australia,9
268,8 Texas Plaza,3081,Victoria,Australia,9
3536,0 Heath Point,2136,New South Wales,Australia,9
3533,9 Tennyson Center,2198,New South Wales,Australia,9
3522,55497 Warrior Alley,3123,Victoria,Australia,9
263,92 Lyons Place,2752,New South Wales,Australia,9
3453,7 Center Circle,2096,New South Wales,Australia,9
3734,712 Sage Park,3149,Victoria,Australia,9
3750,78 Southridge Parkway,2257,New South Wales,Australia,9
58,68150 Boyd Road,2745,New South Wales,Australia,9
54,413 Mayer Street,2046,New South Wales,Australia,9
53,18 Elgar Park,2166,New South Wales,Australia,9
3902,18 Bay Place,2176,New South Wales,Australia,9
3904,0 Darwin Junction,2747,New South Wales,Australia,9
3907,55 Anzinger Drive,4152,Queensland,Australia,9
3915,12548 Eagan Court,2768,New South Wales,Australia,9
3921,3015 Bowman Alley,2777,New South Wales,Australia,9
3922,2 Annamark Park,2170,New South Wales,Australia,9
3925,104 Kingsford Park,2154,New South Wales,Australia,9
3926,22 Mifflin Junction,2096,New South Wales,Australia,9
44,3107 Calypso Terrace,2210,New South Wales,Australia,9
3935,572 Buena Vista Plaza,2111,New South Wales,Australia,9
43,22125 Ramsey Drive,3198,Victoria,Australia,9
3893,2 Cambridge Point,3173,Victoria,Australia,9
3943,950 Algoma Circle,3108,Victoria,Australia,9
28,63 Lukken Drive,2170,New South Wales,Australia,9
27,2951 Petterle Place,2756,New South Wales,Australia,9
3955,95228 Forster Road,3085,Victoria,Australia,9
3959,35 Larry Plaza,2093,New South Wales,Australia,9
3970,37 Hintze Court,2168,New South Wales,Australia,9
16,59 Spaight Circle,2233,New South Wales,Australia,9
3976,80260 Morning Road,3178,Victoria,Australia,9
3977,38017 Briar Crest Drive,2165,New South Wales,Australia,9
3981,614 Burning Wood Way,2148,New South Wales,Australia,9
14,82391 Kensington Lane,3058,Victoria,Australia,9
12,9861 New Castle Avenue,2428,New South Wales,Australia,9
5,4 Delaware Trail,2210,New South Wales,Australia,9
4,9 Oakridge Court,3216,Victoria,Australia,9
2,0 Holy Cross Court,4211,Queensland,Australia,9
36,7188 Cody Way,3350,Victoria,Australia,9
3887,2428 Sloan Circle,2763,New South Wales,Australia,9
3885,013 Mendota Parkway,2558,New South Wales,Australia,9
3878,344 Dayton Drive,2148,New South Wales,Australia,9
3751,04 Oakridge Drive,4123,Queensland,Australia,9
3757,28008 Mesta Lane,2767,New South Wales,Australia,9
146,34457 Springview Street,2759,New South Wales,Australia,9
3766,95 East Road,2093,New South Wales,Australia,9
137,68063 Blue Bill Park Center,3058,Victoria,Australia,9
135,829 Washington Crossing,3186,Victoria,Australia,9
133,0 Golden Leaf Crossing,2033,New South Wales,Australia,9
3779,464 Acker Way,2756,New South Wales,Australia,9
3784,7 Granby Crossing,3083,Victoria,Australia,9
3790,699 Hudson Road,2138,New South Wales,Australia,9
124,97 Coolidge Trail,2142,New South Wales,Australia,9
3792,13 Colorado Lane,2099,New South Wales,Australia,9
3793,39946 Kenwood Court,3070,Victoria,Australia,9
116,53 Talisman Trail,2097,New South Wales,Australia,9
3800,23541 Dayton Drive,2177,New South Wales,Australia,9
109,60 Oneill Street,2170,New South Wales,Australia,9
3806,96899 Hermina Circle,2062,New South Wales,Australia,9
3877,465 Russell Court,2282,New South Wales,Australia,9
3873,75322 Prentice Court,3046,Victoria,Australia,9
71,439 Ridgeway Court,4213,Queensland,Australia,9
3868,17504 Spohn Center,2756,New South Wales,Australia,9
73,97455 Loeprich Lane,2153,New South Wales,Australia,9
3862,85 Trailsway Road,3175,Victoria,Australia,9
3747,08261 Aberg Junction,2176,New South Wales,Australia,9
3853,6489 Pennsylvania Road,2164,New South Wales,Australia,9
94,079 Merry Park,2160,New South Wales,Australia,9
3827,3 Mandrake Parkway,2118,New South Wales,Australia,9
97,55850 Butterfield Road,2168,New South Wales,Australia,9
3823,0964 Bayside Park,3136,Victoria,Australia,9
101,7909 Pierstorff Crossing,2517,New South Wales,Australia,9
3811,1 Fordem Road,2144,New South Wales,Australia,9
86,2640 Manley Point,2166,New South Wales,Australia,9
2940,978 Dennis Way,2233,New South Wales,Australia,9
3449,393 Dexter Junction,4151,Queensland,Australia,9
318,82 8th Alley,4210,Queensland,Australia,9
3078,57863 Pond Avenue,2773,New South Wales,Australia,9
524,66834 Melby Way,2160,New South Wales,Australia,9
3088,06 Lighthouse Bay Pass,3042,Victoria,Australia,9
517,75790 Towne Avenue,4221,Queensland,Australia,9
515,3169 Old Gate Point,2211,New South Wales,Australia,9
3104,451 Luster Hill,2170,New South Wales,Australia,9
503,4 Thackeray Pass,2487,New South Wales,Australia,9
3114,6620 Elmside Drive,4118,Queensland,Australia,9
500,4754 Moulton Alley,2069,New South Wales,Australia,9
3117,96073 Erie Place,2763,New South Wales,Australia,9
492,6390 Truax Park,3012,Victoria,Australia,9
491,61293 Delladonna Way,2015,New South Wales,Australia,9
490,4 Pond Parkway,3185,Victoria,Australia,9
487,11731 3rd Hill,3004,Victoria,Australia,9
3074,45201 Atwood Place,2176,New South Wales,Australia,9
3136,5310 Mosinee Crossing,4151,Queensland,Australia,9
3139,7435 Monument Road,3807,Victoria,Australia,9
482,9 Westridge Road,3178,Victoria,Australia,9
3143,90880 Donald Lane,2519,New South Wales,Australia,9
3145,039 Havey Alley,2220,New South Wales,Australia,9
479,51188 Annamark Hill,2037,New South Wales,Australia,9
3148,121 Anniversary Lane,2200,New South Wales,Australia,9
478,76369 Ridge Oak Place,3162,Victoria,Australia,9
477,40504 Tennyson Drive,2046,New South Wales,Australia,9
3153,64 Quincy Alley,4170,Queensland,Australia,9
476,30991 Macpherson Parkway,2155,New South Wales,Australia,9
3156,40 Erie Plaza,3138,Victoria,Australia,9
3159,09 Mitchell Terrace,2166,New South Wales,Australia,9
3160,49956 Hovde Crossing,2745,New South Wales,Australia,9
472,6674 Russell Center,2197,New South Wales,Australia,9
3137,13 Basil Lane,2036,New South Wales,Australia,9
3069,6278 Old Shore Parkway,2250,New South Wales,Australia,9
3066,23384 Kings Drive,2261,New South Wales,Australia,9
3065,537 Amoth Center,2220,New South Wales,Australia,9
2950,7 Blue Bill Park Lane,2765,New South Wales,Australia,9
2951,8007 Dawn Terrace,2166,New South Wales,Australia,9
589,25 Novick Center,2010,New South Wales,Australia,9
2961,373 Hayes Terrace,2010,New South Wales,Australia,9
2964,22239 Waubesa Way,2763,New South Wales,Australia,9
2967,2126 Debra Point,2127,New South Wales,Australia,9
2970,26223 Warrior Terrace,2204,New South Wales,Australia,9
2971,85 Kim Way,3140,Victoria,Australia,9
2973,3 Hudson Circle,2250,New South Wales,Australia,9
581,61493 Manufacturers Junction,2539,New South Wales,Australia,9
2976,9 7th Pass,2760,New South Wales,Australia,9
2977,1 Graceland Trail,3195,Victoria,Australia,9
2978,64 Northview Pass,3163,Victoria,Australia,9
2981,130 Thompson Plaza,2199,New South Wales,Australia,9
2988,00 Cordelia Trail,2138,New South Wales,Australia,9
576,58821 Warbler Crossing,2291,New South Wales,Australia,9
2999,9 Swallow Avenue,3179,Victoria,Australia,9
534,000 Jana Hill,3170,Victoria,Australia,9
535,7671 Oak Valley Junction,2170,New South Wales,Australia,9
3047,75 Hansons Alley,2260,New South Wales,Australia,9
542,04678 Elka Crossing,2745,New South Wales,Australia,9
547,58 Maywood Place,2750,New South Wales,Australia,9
549,032 Kenwood Circle,2031,New South Wales,Australia,9
469,91 Eagle Crest Circle,2567,New South Wales,Australia,9
3035,1 Melrose Lane,2010,New South Wales,Australia,9
3021,520 Parkside Lane,2164,New South Wales,Australia,9
3018,238 New Castle Alley,2166,New South Wales,Australia,9
3014,13 Alpine Lane,2228,New South Wales,Australia,9
3013,95 Sutteridge Crossing,2567,New South Wales,Australia,9
3012,885 Larry Park,3140,Victoria,Australia,9
3010,2942 Swallow Trail,4214,Queensland,Australia,9
559,19 Lakewood Gardens Way,2760,New South Wales,Australia,9
3448,12 Kings Hill,4272,Queensland,Australia,9
3170,94850 Moland Street,3072,Victoria,Australia,9
467,9907 Morningstar Pass,2147,New South Wales,Australia,9
3337,6956 Clyde Gallagher Park,2281,New South Wales,Australia,9
370,953 Eliot Crossing,2166,New South Wales,Australia,9
3344,9 Brown Pass,3196,Victoria,Australia,9
368,67884 Fair Oaks Parkway,3931,Victoria,Australia,9
3353,2170 Schiller Alley,2160,New South Wales,Australia,9
3356,7330 Helena Pass,2176,New South Wales,Australia,9
3357,2 Lillian Alley,4154,Queensland,Australia,9
359,18264 Maryland Way,4217,Queensland,Australia,9
3360,297 Kinsman Park,2766,New South Wales,Australia,9
353,5337 Dennis Pass,2170,New South Wales,Australia,9
3371,7 Charing Cross Hill,2121,New South Wales,Australia,9
3372,08 Arapahoe Alley,4213,Queensland,Australia,9
352,780 Carberry Place,3199,Victoria,Australia,9
3380,31 Dovetail Trail,2088,New South Wales,Australia,9
373,0 Brown Trail,2203,New South Wales,Australia,9
348,143 Elka Circle,3134,Victoria,Australia,9
3384,024 Onsgard Alley,3134,Victoria,Australia,9
345,1826 Hazelcrest Park,3087,Victoria,Australia,9
3393,375 Luster Parkway,2147,New South Wales,Australia,9
3394,2 Monterey Terrace,2120,New South Wales,Australia,9
342,3 Moulton Lane,2153,New South Wales,Australia,9
3401,5 Northland Plaza,2096,New South Wales,Australia,9
340,08 Ronald Regan Plaza,2251,New South Wales,Australia,9
339,85 Straubel Park,2147,New South Wales,Australia,9
3418,9 Ronald Regan Center,3094,Victoria,Australia,9
3422,0 Walton Court,2226,New South Wales,Australia,9
325,3 Golf Course Avenue,2203,New South Wales,Australia,9
3436,0 Reinke Lane,3034,Victoria,Australia,9
319,84 Lawn Way,2223,New South Wales,Australia,9
3443,6691 Lindbergh Drive,2147,New South Wales,Australia,9
3382,513 Hauk Street,2261,New South Wales,Australia,9
380,58211 Surrey Crossing,2170,New South Wales,Australia,9
3321,18118 Maple Wood Crossing,2763,New South Wales,Australia,9
3319,4 Mayfield Center,3155,Victoria,Australia,9
3174,390 Wayridge Plaza,2756,New South Wales,Australia,9
